series,x,rawY,plotted,exclusionReason,nonMonotonicHighSnrAnomaly
无交织,-5.0,1.0,true,,false
无交织,-4.5,1.0,true,,false
无交织,-4.0,1.0,true,,false
无交织,-3.5,1.0,true,,false
无交织,-3.0,1.0,true,,false
无交织,-2.5,1.0,true,,false
无交织,-2.0,1.0,true,,false
无交织,-1.5,1.0,true,,false
无交织,-1.0,1.0,true,,false
无交织,-0.5,1.0,true,,false
无交织,0.0,1.0,true,,false
无交织,0.5,1.0,true,,false
无交织,1.0,1.0,true,,false
无交织,1.5,1.0,true,,false
无交织,2.0,1.0,true,,false
无交织,2.5,1.0,true,,false
无交织,3.0,1.0,true,,false
无交织,3.5,1.0,true,,false
无交织,4.0,1.0,true,,false
无交织,4.5,1.0,true,,false
无交织,5.0,1.0,true,,false
无交织,5.5,1.0,true,,false
无交织,6.0,1.0,true,,false
无交织,6.5,1.0,true,,false
无交织,7.0,1.0,true,,false
无交织,7.5,1.0,true,,false
无交织,8.0,1.0,true,,false
无交织,8.5,1.0,true,,false
无交织,9.0,1.0,true,,false
无交织,9.5,1.0,true,,false
无交织,10.0,1.0,true,,false
伪随机交织 span=128,-5.0,1.0,true,,false
伪随机交织 span=128,-4.5,1.0,true,,false
伪随机交织 span=128,-4.0,1.0,true,,false
伪随机交织 span=128,-3.5,1.0,true,,false
伪随机交织 span=128,-3.0,1.0,true,,false
伪随机交织 span=128,-2.5,1.0,true,,false
伪随机交织 span=128,-2.0,1.0,true,,false
伪随机交织 span=128,-1.5,1.0,true,,false
伪随机交织 span=128,-1.0,1.0,true,,false
伪随机交织 span=128,-0.5,1.0,true,,false
伪随机交织 span=128,0.0,1.0,true,,false
伪随机交织 span=128,0.5,1.0,true,,false
伪随机交织 span=128,1.0,1.0,true,,false
伪随机交织 span=128,1.5,1.0,true,,false
伪随机交织 span=128,2.0,1.0,true,,false
伪随机交织 span=128,2.5,1.0,true,,false
伪随机交织 span=128,3.0,1.0,true,,false
伪随机交织 span=128,3.5,1.0,true,,false
伪随机交织 span=128,4.0,1.0,true,,false
伪随机交织 span=128,4.5,1.0,true,,false
伪随机交织 span=128,5.0,1.0,true,,false
伪随机交织 span=128,5.5,1.0,true,,false
伪随机交织 span=128,6.0,0.999,true,,false
伪随机交织 span=128,6.5,0.999,true,,false
伪随机交织 span=128,7.0,0.999,true,,false
伪随机交织 span=128,7.5,0.998,true,,false
伪随机交织 span=128,8.0,0.998,true,,false
伪随机交织 span=128,8.5,0.998,true,,false
伪随机交织 span=128,9.0,0.998,true,,false
